iter	RMSE
513	5.999074041
514	5.997603271
515	5.995816165
516	5.99261457
517	5.991862314
518	5.9903457
519	5.988847828
520	5.987572616
521	5.985175016
522	5.982802435
523	5.980939324
524	5.975715817
525	5.971596344
526	5.970005501
527	5.967330054
528	5.963859793
529	5.95898474
530	5.954978971
531	5.950525139
532	5.946153171
533	5.942435179
534	5.94044882
535	5.938390856
536	5.934534935
537	5.931434343
538	5.928331724
539	5.926992826
540	5.922902495
541	5.921085288
542	5.918729083
543	5.916858751
544	5.914741011
545	5.912862982
546	5.909146624
547	5.90576127
548	5.903785064
549	5.901810336
550	5.900337931
551	5.896660644
552	5.895285043
553	5.892115796
554	5.888769725
555	5.886512395
556	5.883782524
557	5.881013367
558	5.877666334
559	5.875971583
560	5.87546155
561	5.874591882
562	5.872617299
563	5.871040343
564	5.867391506
565	5.864594701
566	5.862372706
567	5.860643499
568	5.858629322
569	5.856813751
570	5.856046968
571	5.855302194
572	5.852348428
573	5.850703877
574	5.847482004
575	5.844330232
576	5.841614538
577	5.839746377
578	5.839023361
579	5.837215538
580	5.835195611
581	5.832859666
582	5.830363623
583	5.827165209
584	5.825650403
585	5.822899148
586	5.822034297
587	5.818104267
588	5.816893687
589	5.81387599
590	5.809807074
591	5.807330788
592	5.805070685
593	5.800737363
594	5.797961748
595	5.796345514
596	5.794779187
597	5.793329614
598	5.792092801
599	5.790178161
600	5.789255202
601	5.786697834
602	5.782651426
603	5.780373889
604	5.779178876
605	5.777024914
606	5.774611644
607	5.772473794
608	5.770554895
609	5.769823986
610	5.767710517
611	5.765958621
612	5.763487222
613	5.761063492
614	5.759619323
615	5.757794256
616	5.755906574
617	5.753841179
618	5.751695927
619	5.750339191
620	5.748124915
621	5.74729765
622	5.746528007
623	5.744640714
624	5.743106144
625	5.741701892
626	5.740237461
627	5.738179828
628	5.737794258
629	5.73449406
630	5.732369907
631	5.73113179
632	5.730708275
633	5.729365111
634	5.725725729
635	5.723887323
636	5.722145985
637	5.719423708
638	5.718678618
639	5.715767891
640	5.71511646
641	5.711828015
642	5.70816283
643	5.707026381
644	5.70546076
645	5.701894928
646	5.700023968
647	5.697813519
648	5.696081341
649	5.694311233
650	5.692576257
651	5.691344164
652	5.689700318
653	5.686167632
654	5.681841873
655	5.679545626
656	5.677080596
657	5.673696457
658	5.672186104
659	5.669049001
660	5.665454712
661	5.663237991
662	5.660358003
663	5.658692866
664	5.655339087
665	5.652929808
666	5.651114785
667	5.649943589
668	5.647192775
669	5.64437409
670	5.642290169
671	5.640784091
672	5.637462355
673	5.636782577
674	5.63565012
675	5.6320448
676	5.630235602
677	5.628686533
678	5.626621944
679	5.624625757
680	5.623412446
681	5.622622778
682	5.621024858
683	5.620350646
684	5.618283277
685	5.615230674
686	5.614230314
687	5.613444247
688	5.612151944
689	5.610553338
690	5.609201494
691	5.607237031
692	5.605938325
693	5.604224388
694	5.603062197
695	5.601325484
696	5.599975868
697	5.598982145
698	5.597663761
699	5.596671241
700	5.595320407
701	5.594688121
702	5.59342368
703	5.591365308
704	5.589958026
705	5.588707406
706	5.587485146
707	5.586556562
708	5.585354952
709	5.584187531
710	5.582168536
711	5.580873943
712	5.579274277
713	5.578079886
714	5.576502769
715	5.574584731
716	5.572729771
717	5.571368379
718	5.570338261
719	5.568362087
720	5.566971538
721	5.564677124
722	5.563155324
723	5.561085232
724	5.559707759
725	5.557150579
726	5.555971922
727	5.55419892
728	5.552606034
729	5.55122471
730	5.548515732
731	5.546577925
732	5.546023461
733	5.545178307
734	5.54435648
735	5.541768266
736	5.540398035
737	5.539017176
738	5.537398762
739	5.535930236
740	5.534859189
741	5.532706749
742	5.531352563
743	5.52986536
744	5.529237487
745	5.52816461
746	5.526683733
747	5.525609366
748	5.524916562
749	5.523948836
750	5.522840455
751	5.521633697
752	5.520455191
753	5.519286478
754	5.517926113
755	5.515401829
756	5.514509607
757	5.513039625
758	5.511229075
759	5.510339963
760	5.508614273
761	5.506171113
762	5.504959329
763	5.504479615
764	5.503164246
765	5.502320853
766	5.501205632
767	5.499902235
768	5.499082035
769	5.497045525
770	5.495175214
771	5.49393343
772	5.49214495
773	5.490836026
774	5.489670744
775	5.48867522
776	5.486472812
777	5.484853977
778	5.483492614
779	5.481880649
780	5.480663183
781	5.478661458
782	5.475542583
783	5.473367652
784	5.469497199
785	5.468535755
786	5.465915171
787	5.464742647
788	5.461613871
789	5.458652816
790	5.457605936
791	5.455399593
792	5.452588543
793	5.449046169
794	5.447485407
795	5.445578106
796	5.443780656
797	5.442691662
798	5.442002256
799	5.439281838
800	5.437667389
801	5.436585078
802	5.433806626
803	5.432562004
804	5.430874578
805	5.427711998
806	5.42663584
807	5.424944843
808	5.423874331
809	5.421278545
810	5.418822089
811	5.418081032
812	5.415905208
813	5.413896576
814	5.412662725
815	5.409855594
816	5.408787441
817	5.407600317
818	5.406047893
819	5.405235177
820	5.404071778
821	5.40177637
822	5.399530386
823	5.39830715
824	5.396538405
825	5.395058381
826	5.392249025
827	5.389973679
828	5.389100803
829	5.388104817
830	5.385802089
831	5.384773468
832	5.383455273
833	5.382163208
834	5.381337726
835	5.379612238
836	5.378295517
837	5.377985969
838	5.376828464
839	5.375697112
840	5.373308108
841	5.37181779
842	5.37085259
843	5.370240484
844	5.368958638
845	5.368178791
846	5.366003508
847	5.36497437
848	5.363744951
849	5.362377717
850	5.361028449
851	5.360056869
852	5.359347981
853	5.358612264
854	5.357669624
855	5.356141385
856	5.355002015
857	5.354188285
858	5.352396945
859	5.351194325
860	5.347657757
861	5.346664498
862	5.346011546
863	5.345085454
864	5.344215131
865	5.3437983
866	5.342106744
867	5.339980714
868	5.338074201
869	5.336607361
870	5.335499453
871	5.334127512
872	5.333220889
873	5.332616904
874	5.32907829
875	5.326494797
876	5.323807755
877	5.321455847
878	5.319255188
879	5.317886193
880	5.316063499
881	5.312650669
882	5.3110444
883	5.309665024
884	5.307884285
885	5.306061314
886	5.302781114
887	5.300700465
888	5.298177839
889	5.296137844
890	5.295063981
891	5.293235258
892	5.291330314
893	5.2903627
894	5.289144033
895	5.287613705
896	5.286309919
897	5.284657169
898	5.282927039
899	5.281616145
900	5.280191324
901	5.278945702
902	5.277005476
903	5.276389174
904	5.275019735
905	5.273708796
906	5.272039356
907	5.270348621
908	5.268598642
909	5.267529844
910	5.265807437
911	5.264470029
912	5.263213294
913	5.261479343
914	5.260386201
915	5.258748153
916	5.256751849
917	5.25384849
918	5.252986686
919	5.252165035
920	5.250973895
921	5.249671444
922	5.247913495
923	5.246821689
924	5.245368269
925	5.244348546
926	5.2436347
927	5.241868339
928	5.240807668
929	5.239798539
930	5.238834075
931	5.238520734
932	5.237624331
933	5.235724348
934	5.234660094
935	5.233614891
936	5.231723101
937	5.230331364
938	5.229754385
939	5.228917984
940	5.228160239
941	5.22762376
942	5.226765854
943	5.225518674
944	5.224412193
945	5.223667132
946	5.223041958
947	5.221725769
948	5.22026468
949	5.218805053
950	5.217654014
951	5.216883581
952	5.215631741
953	5.214175538
954	5.21249086
955	5.211545453
956	5.209685411
957	5.209179843
958	5.207547152
959	5.206251138
960	5.205493781
961	5.203774235
962	5.203422913
963	5.202975181
964	5.202250539
965	5.200150449
966	5.198909284
967	5.198443641
968	5.197831334
969	5.197260019
970	5.195807959
971	5.194369695
972	5.19203426
973	5.191380944
974	5.19044693
975	5.189806039
976	5.187983047
977	5.18659399
978	5.185496778
979	5.184264391
980	5.182452287
981	5.18116167
982	5.180811857
983	5.179992818
984	5.178669877
985	5.177022788
986	5.176458211
987	5.17477589
988	5.173444681
989	5.172836993
990	5.172331054
991	5.170920658
992	5.169793419
993	5.169233986
994	5.168218198
995	5.166955727
996	5.165347519
997	5.163797381
998	5.163047256
999	5.161102219
